,Fanfooty Match ID,Team,DT,SC
271,http://live.fanfooty.com.au/game/matchcentre.html?id=3561,GE,1740,1864.0
272,http://live.fanfooty.com.au/game/matchcentre.html?id=3562,RI,1442,1538.0
273,http://live.fanfooty.com.au/game/matchcentre.html?id=3562,SK,1576,1809.0
274,http://live.fanfooty.com.au/game/matchcentre.html?id=3563,FR,1372,1291.0
275,http://live.fanfooty.com.au/game/matchcentre.html?id=3563,HW,2011,2005.0
276,http://live.fanfooty.com.au/game/matchcentre.html?id=3564,AD,1463,1494.0
277,http://live.fanfooty.com.au/game/matchcentre.html?id=3564,CO,1662,1807.0
278,http://live.fanfooty.com.au/game/matchcentre.html?id=3565,SY,1562,1973.0
279,http://live.fanfooty.com.au/game/matchcentre.html?id=3565,WB,1199,1337.0
280,http://live.fanfooty.com.au/game/matchcentre.html?id=3566,ME,1532,1703.0
281,http://live.fanfooty.com.au/game/matchcentre.html?id=3566,PA,1408,1608.0
282,http://live.fanfooty.com.au/game/matchcentre.html?id=3567,BL,1757,1882.0
283,http://live.fanfooty.com.au/game/matchcentre.html?id=3567,ES,1389,1440.0
284,http://live.fanfooty.com.au/game/matchcentre.html?id=3568,NM,1513,1649.0
285,http://live.fanfooty.com.au/game/matchcentre.html?id=3568,WC,1676,1668.0
286,http://live.fanfooty.com.au/game/matchcentre.html?id=3569,AD,1549,1545.0
287,http://live.fanfooty.com.au/game/matchcentre.html?id=3569,SK,1812,1754.0
288,http://live.fanfooty.com.au/game/matchcentre.html?id=3570,CO,1638,1687.0
289,http://live.fanfooty.com.au/game/matchcentre.html?id=3570,HW,1529,1618.0
290,http://live.fanfooty.com.au/game/matchcentre.html?id=3571,GE,1858,1907.0
291,http://live.fanfooty.com.au/game/matchcentre.html?id=3571,WC,1386,1408.0
292,http://live.fanfooty.com.au/game/matchcentre.html?id=3572,PA,1490,1724.0
293,http://live.fanfooty.com.au/game/matchcentre.html?id=3572,RI,1496,1590.0
294,http://live.fanfooty.com.au/game/matchcentre.html?id=3573,CA,1494,1578.0
295,http://live.fanfooty.com.au/game/matchcentre.html?id=3573,FR,1560,1731.0
296,http://live.fanfooty.com.au/game/matchcentre.html?id=3574,ME,1624,1528.0
297,http://live.fanfooty.com.au/game/matchcentre.html?id=3574,NM,1624,1772.0
298,http://live.fanfooty.com.au/game/matchcentre.html?id=3575,BL,1353,1418.0
299,http://live.fanfooty.com.au/game/matchcentre.html?id=3575,SY,1619,1903.0
300,http://live.fanfooty.com.au/game/matchcentre.html?id=3576,ES,1547,1541.0
301,http://live.fanfooty.com.au/game/matchcentre.html?id=3576,WB,1803,1758.0
302,http://live.fanfooty.com.au/game/matchcentre.html?id=3577,GE,1405,1515.0
303,http://live.fanfooty.com.au/game/matchcentre.html?id=3577,SK,1582,1783.0
304,http://live.fanfooty.com.au/game/matchcentre.html?id=3578,FR,1535,1759.0
305,http://live.fanfooty.com.au/game/matchcentre.html?id=3578,HW,1459,1539.0
306,http://live.fanfooty.com.au/game/matchcentre.html?id=3579,CO,1764,1901.0
307,http://live.fanfooty.com.au/game/matchcentre.html?id=3579,WB,1451,1364.0
308,http://live.fanfooty.com.au/game/matchcentre.html?id=3580,CA,1458,1587.0
309,http://live.fanfooty.com.au/game/matchcentre.html?id=3580,SY,1498,1713.0
310,http://live.fanfooty.com.au/game/matchcentre.html?id=3581,FR,1408,1269.0
311,http://live.fanfooty.com.au/game/matchcentre.html?id=3581,GE,1967,2034.0
312,http://live.fanfooty.com.au/game/matchcentre.html?id=3582,SY,1484,1666.0
313,http://live.fanfooty.com.au/game/matchcentre.html?id=3582,WB,1407,1631.0
314,http://live.fanfooty.com.au/game/matchcentre.html?id=3583,CO,1652,1706.0
315,http://live.fanfooty.com.au/game/matchcentre.html?id=3583,GE,1624,1607.0
316,http://live.fanfooty.com.au/game/matchcentre.html?id=3584,SK,1653,1800.0
317,http://live.fanfooty.com.au/game/matchcentre.html?id=3584,WB,1400,1504.0
318,http://live.fanfooty.com.au/game/matchcentre.html?id=3585,CO,1491,1639.0
319,http://live.fanfooty.com.au/game/matchcentre.html?id=3585,SK,1566,1661.0
320,http://live.fanfooty.com.au/game/matchcentre.html?id=3586,CO,1849,1877.0
321,http://live.fanfooty.com.au/game/matchcentre.html?id=3586,SK,1392,1380.0
322,http://live.fanfooty.com.au/game/matchcentre.html?id=3701,CA,1689,1804.0
323,http://live.fanfooty.com.au/game/matchcentre.html?id=3701,RI,1331,1497.0
324,http://live.fanfooty.com.au/game/matchcentre.html?id=3702,GE,1611,1724.0
325,http://live.fanfooty.com.au/game/matchcentre.html?id=3702,SK,1487,1577.0
326,http://live.fanfooty.com.au/game/matchcentre.html?id=3703,CO,1769,1849.0
327,http://live.fanfooty.com.au/game/matchcentre.html?id=3703,PA,1398,1452.0
328,http://live.fanfooty.com.au/game/matchcentre.html?id=3704,AD,1527,1616.0
329,http://live.fanfooty.com.au/game/matchcentre.html?id=3704,HW,1504,1601.0
